(32, 32)
(64, 64)
('Consistency check, these numbers should be small:', (1.0865634669253823e-14+0j))
         125520 function calls (121510 primitive calls) in 2.512 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2665(__init__)
       10    0.000    0.000    0.000    0.000 legend_handler.py:55(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 textpath.py:397(TextPath)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        9    0.000    0.000    0.000    0.000 extras.py:239(__init__)
        1    0.000    0.000    0.000    0.000 {_struct.unpack}
        1    0.000    0.000    0.001    0.001 dates.py:316(DateFormatter)
       11    0.000    0.000    0.000    0.000 numeric.py:534(isfortran)
        1    0.000    0.000    0.000    0.000 geo.py:18(GeoAxes)
        2    0.000    0.000    0.000    0.000 mlab.py:2383(__init__)
        1    0.000    0.000    0.000    0.000 saxutils.py:192(XMLFilterBase)
        4    0.000    0.000    0.000    0.000 legend_handler.py:159(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:680(HTTPConnection)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 transforms.py:1359(Affine2DBase)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2754(parseImpl)
        1    0.000    0.000    0.000    0.000 tz.py:83(tzlocal)
        1    0.000    0.000    0.000    0.000 symbols.py:212(SymbolVisitor)
        1    0.000    0.000    0.000    0.000 ssl.py:100(SSLSocket)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3036(delimitedList)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2434(Entry)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        2    0.000    0.000    0.000    0.000 atexit.py:37(register)
        2    0.000    0.000    0.000    0.000 {posix.getcwd}
       77    0.000    0.000    0.000    0.000 {globals}
        4    0.000    0.000    0.000    0.000 core.py:90(doc_note)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
      9/1    0.000    0.000    0.001    0.001 transformer.py:657(expr)
       18    0.000    0.000    0.000    0.000 pyparsing.py:1293(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 _iotools.py:236(NameValidator)
        3    0.000    0.000    0.000    0.000 fftpack.py:499(_cook_nd_args)
      9/1    0.000    0.000    0.001    0.001 transformer.py:617(not_test)
        1    0.000    0.000    0.000    0.000 Tkconstants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:4(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2072(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        3    0.000    0.000    0.001    0.000 warnings.py:24(_show_warning)
       20    0.000    0.000    0.000    0.000 {math.ceil}
        1    0.000    0.000    0.000    0.000 ticker.py:323(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
        1    0.000    0.000    0.000    0.000 ufunclike.py:4(<module>)
        1    0.000    0.000    0.000    0.000 info.py:55(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:31(Dvi)
        3    0.000    0.000    0.000    0.000 index_tricks.py:228(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:198(Variable)
        1    0.000    0.000    0.000    0.000 subprocess.py:649(Popen)
        1    0.000    0.000    0.000    0.000 backend_agg.py:376(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 transforms.py:80(__init__)
       24    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.001    0.001 artist.py:782(ArtistInspector)
        1    0.000    0.000    0.000    0.000 __init__.py:479(_get_data_path)
        1    0.000    0.000    0.000    0.000 image.py:906(FigureImage)
        1    0.000    0.000    0.000    0.000 threading.py:1088(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:1779(YAxis)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 quiver.py:367(Quiver)
        3    0.000    0.000    0.000    0.000 __init__.py:639(__setitem__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:696(setResultsName)
        4    0.000    0.000    0.000    0.000 tempfile.py:216(_get_candidate_names)
      9/1    0.000    0.000    0.001    0.001 transformer.py:661(xor_expr)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 geo.py:248(AitoffTransform)
        1    0.000    0.000    0.000    0.000 pyassem.py:653(StackDepthTracker)
        1    0.000    0.000    0.001    0.001 textwrap.py:115(__init__)
        1    0.000    0.000    0.001    0.001 transformer.py:120(transform)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        7    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 contour.py:49(ContourLabeler)
        3    0.000    0.000    0.000    0.000 __init__.py:235(wrap)
        1    0.000    0.000    0.000    0.000 mathtext.py:2365(State)
        2    0.000    0.000    0.000    0.000 transformer.py:759(atom_number)
        1    0.000    0.000    0.000    0.000 patches.py:863(Arrow)
        1    0.000    0.000    0.000    0.000 numerictypes.py:864(<lambda>)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 collections.py:798(LineCollection)
        1    0.000    0.000    0.000    0.000 twodim_base.py:390(tril)
        2    0.000    0.000    0.000    0.000 {math.log10}
        1    0.000    0.000    0.000    0.000 pycodegen.py:107(Module)
        2    0.000    0.000    0.000    0.000 {numpy.fft.fftpack_lite.cfftb}
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
       11    0.000    0.000    0.000    0.000 UserDict.py:18(__getitem__)
        1    0.000    0.000    0.000    0.000 _internal.py:219(_ctypes)
       13    0.000    0.000    0.000    0.000 _import_tools.py:261(log)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 mathtext.py:146(MathtextBackendBbox)
        1    0.000    0.000    0.000    0.000 geo.py:333(HammerTransform)
        1    0.000    0.000    0.000    0.000 patches.py:639(RegularPolygon)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1256(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:34(FontconfigPatternParser)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:524(NavigationToolbar)
        1    0.000    0.000    0.000    0.000 patches.py:3592(FancyArrowPatch)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2060(__init__)
        1    0.000    0.000    0.000    0.000 symbols.py:14(Scope)
        3    0.000    0.000    0.001    0.000 linecache.py:33(getlines)
        1    0.000    0.000    0.000    0.000 transforms.py:1688(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1422(sum)
        2    0.000    0.000    0.000    0.000 utils.py:1416(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1671(Annotation)
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
       17    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        6    0.000    0.000    0.000    0.000 posixpath.py:59(isabs)
        2    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1418(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:509(__init__)
        8    0.000    0.000    0.000    0.000 mathtext.py:1717(__init__)
        1    0.000    0.000    0.000    0.000 blocking_input.py:24(BlockingInput)
       12    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
       10    0.000    0.000    0.000    0.000 pyparsing.py:3147(<lambda>)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       17    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:406(Fonts)
        1    0.000    0.000    0.000    0.000 quiver.py:219(QuiverKey)
        1    0.000    0.000    0.000    0.000 numerictypes.py:778(__getitem__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:134(OffsetBox)
        1    0.000    0.000    0.000    0.000 rfc822.py:496(AddrlistClass)
        1    0.000    0.000    0.000    0.000 collections.py:719(RegularPolyCollection)
        1    0.000    0.000    0.002    0.002 textwrap.py:356(fill)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 container.py:3(Container)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 polar.py:126(InvertedPolarTransform)
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1475(Keyword)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 ticker.py:138(TickHelper)
        2    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        1    0.000    0.000    0.000    0.000 textwrap.py:163(_split)
        1    0.000    0.000    0.000    0.000 font_manager.py:940(FontManager)
        1    0.000    0.000    0.000    0.000 patches.py:498(Rectangle)
        6    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:1004(Transform)
        3    0.000    0.000    0.001    0.000 linecache.py:13(getline)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1941(Grid)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        3    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:54(TransformNode)
        4    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        1    0.000    0.000    0.000    0.000 image.py:513(AxesImage)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 precision.py:21(_fill_table)
        1    0.000    0.000    0.000    0.000 transforms.py:2173(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 mathtext.py:1891(Ship)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:14(Gcf)
        1    0.000    0.000    0.000    0.000 collections.py:381(Counter)
        1    0.000    0.000    0.000    0.000 dates.py:668(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 urllib.py:610(FancyURLopener)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2947(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5507(mvoid)
        1    0.000    0.000    0.000    0.000 transforms.py:1454(Affine2D)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2540(ParseElementEnhance)
       16    0.000    0.000    0.000    0.000 pyparsing.py:242(__getitem__)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 urllib.py:851(ftpwrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1791(BlendedAffine2D)
        2    0.000    0.000    0.000    0.000 utils.py:1440(__exit__)
        2    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        3    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        2    0.000    0.000    0.000    0.000 fftpack.py:713(fft2)
        1    0.000    0.000    0.000    0.000 afm.py:297(AFM)
        1    0.000    0.000    0.000    0.000 xmlreader.py:187(InputSource)
        6    0.000    0.000    0.000    0.000 pyparsing.py:351(keys)
        2    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:50(weekday)
        1    0.000    0.000    0.000    0.000 parser.py:165(parserinfo)
        1    0.000    0.000    0.000    0.000 urllib2.py:150(HTTPError)
        2    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 transformer.py:764(decode_literal)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3551(PanedWindow)
        1    0.000    0.000    0.000    0.000 axes.py:8320(SubplotBase)
        1    0.000    0.000    0.000    0.000 saxutils.py:109(XMLGenerator)
       55    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.001    0.001 transformer.py:191(eval_input)
        1    0.000    0.000    0.000    0.000 transforms.py:1321(__init__)
        7    0.000    0.000    0.000    0.000 rrule.py:53(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1314(AffineBase)
        1    0.000    0.000    0.000    0.000 linalg.py:127(_to_native_byte_order)
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Triangulation)
        1    0.000    0.000    0.000    0.000 text.py:1415(_AnnotationBase)
       11    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2632(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:2908(MathTextParser)
        1    0.000    0.000    0.000    0.000 FileDialog.py:21(FileDialog)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2822(Forward)
      2/1    0.000    0.000    0.001    0.001 transformer.py:574(testlist)
        1    0.000    0.000    0.000    0.000 getlimits.py:192(iinfo)
        1    0.000    0.000    0.000    0.000 compat.py:106(Unpickler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2395(MatchFirst)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3299(PhotoImage)
        1    0.000    0.000    0.000    0.000 mathtext.py:905(StixFonts)
        2    0.000    0.000    0.000    0.000 __init__.py:518(_get_data_path_cached)
        6    0.000    0.000    0.000    0.000 pyparsing.py:156(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        4    0.000    0.000    0.000    0.000 docstring.py:31(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:12(register)
      2/1    0.000    0.000    0.000    0.000 transformer.py:72(extractLineNo)
        1    0.000    0.000    0.000    0.000 offsetbox.py:596(TextArea)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        4    0.000    0.000    0.000    0.000 getlimits.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1144(OffsetImage)
        1    0.000    0.000    0.000    0.000 rc.py:5(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5697(MaskedConstant)
        1    0.000    0.000    0.000    0.000 extras.py:1427(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 quiver.py:791(Barbs)
        1    0.000    0.000    0.000    0.000 parser.py:147(_resultbase)
        1    0.000    0.000    0.000    0.000 polar.py:28(PolarTransform)
        1    0.000    0.000    0.000    0.000 urllib2.py:197(Request)
        1    0.000    0.000    0.000    0.000 axes.py:156(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2207(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1238(TransformWrapper)
        1    0.000    0.000    0.000    0.000 mathtext.py:2929(__init__)
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 index_tricks.py:505(ndindex)
        1    0.000    0.000    0.000    0.000 patches.py:2333(_Base)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        7    0.000    0.000    0.000    0.000 relativedelta.py:18(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2071(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2174(ParseExpression)
        3    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:1458(Hlist)
        1    0.000    0.000    0.000    0.000 ast.py:1027(Pass)
        1    0.000    0.000    0.000    0.000 copy.py:113(_copy_with_constructor)
        1    0.000    0.000    0.000    0.000 axis.py:446(YTick)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.001    0.001 version.py:228(LooseVersion)
        1    0.000    0.000    0.000    0.000 threading.py:573(set)
        1    0.000    0.000    0.000    0.000 patches.py:1087(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1221(Arc)
        1    0.000    0.000    0.000    0.000 widgets.py:481(RadioButtons)
        7    0.000    0.000    0.000    0.000 rcsetup.py:318(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:151(ParseBaseException)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1847(amax)
        1    0.000    0.000    0.000    0.000 transforms.py:2136(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 rrule.py:824(rruleset)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3371(Spinbox)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 geo.py:517(LambertTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:1083(MaxNLocator)
        1    0.000    0.000    0.000    0.000 collections.py:581(PathCollection)
        1    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:649(NavigationToolbar2TkAgg)
        2    0.000    0.000    0.000    0.000 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 legend_handler.py:221(HandlerPatch)
        1    0.000    0.000    0.001    0.001 urllib2.py:827(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 patches.py:3940(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:167(UnsharpMask)
       17    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 tz.py:639(_tzicalvtz)
        3    0.000    0.000    0.000    0.000 legend_handler.py:179(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:614(LinearSegmentedColormap)
        1    0.000    0.000    0.001    0.001 textwrap.py:316(wrap)
        8    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        1    0.000    0.000    0.000    0.000 patches.py:1180(Circle)
        1    0.000    0.000    0.000    0.000 consts.py:2(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1133(QuadMesh)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2663(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 widgets.py:1087(RectangleSelector)
        1    0.000    0.000    0.001    0.001 transformer.py:49(parse)
        1    0.000    0.000    0.000    0.000 axis.py:307(XTick)
        1    0.000    0.000    0.000    0.000 linalg.py:139(_fastCopyAndTranspose)
        4    0.000    0.000    0.000    0.000 {locals}
       10    0.000    0.000    0.000    0.000 pyparsing.py:3146(<lambda>)
        1    0.000    0.000    0.000    0.000 mathtext.py:94(MathtextBackend)
        1    0.000    0.000    0.000    0.000 core.py:5703(__new__)
        1    0.000    0.000    0.000    0.000 cbook.py:1308(MemoryMonitor)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2990(postParse)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 image.py:781(PcolorImage)
        1    0.000    0.000    0.000    0.000 threading.py:558(__init__)
        1    0.000    0.000    0.001    0.001 version.py:63(StrictVersion)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(__str__)
        4    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:894(RingBuffer)
        1    0.000    0.000    0.000    0.000 mathtext.py:795(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 utils.py:1023(visitTuple)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2343(Cursors)
        1    0.000    0.000    0.000    0.000 mlab.py:1204(FIFOBuffer)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2085(Button)
        1    0.000    0.000    0.000    0.000 _import_tools.py:6(PackageLoader)
        1    0.000    0.000    0.000    0.000 ast.py:116(AssName)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        1    0.000    0.000    0.000    0.000 image.py:662(NonUniformImage)
        1    0.000    0.000    0.000    0.000 ast.py:252(Bitxor)
        1    0.000    0.000    0.000    0.000 gridspec.py:26(GridSpecBase)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2405(Checkbutton)
        2    0.000    0.000    0.000    0.000 cbook.py:1460(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 linalg.py:157(_assertSquareness)
        6    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 patches.py:804(Wedge)
        1    0.000    0.000    0.000    0.000 colors.py:465(Colormap)
        1    0.000    0.000    0.000    0.000 gridspec.py:412(SubplotSpec)
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        1    0.000    0.000    0.000    0.000 parser.py:292(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:436(Shadow)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1721(Tk)
        3    0.000    0.000    0.000    0.000 legend_handler.py:293(__init__)
        1    0.000    0.000    0.000    0.000 misc.py:31(Stack)
        1    0.000    0.000    0.000    0.000 collections.py:987(EllipseCollection)
        2    0.000    0.000    0.000    0.000 pyparsing.py:387(__getattr__)
        1    0.000    0.000    0.000    0.000 cm.py:156(ScalarMappable)
        1    0.000    0.000    0.000    0.000 transforms.py:961(TransformedBbox)
        2    0.000    0.000    0.000    0.000 __init__.py:200(set_level)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:153(_ndptr)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1846(Pack)
        1    0.000    0.000    0.000    0.000 utils.py:1013(visitExpression)
        3    0.000    0.000    0.000    0.000 scale.py:418(get_scale_names)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1346(AbstractFunctionCode)
        1    0.000    0.000    0.000    0.000 _cm.py:49(cubehelix)
        1    0.000    0.000    0.000    0.000 collections.py:616(PolyCollection)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 geo.py:419(MollweideTransform)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1275(__invert__)
        1    0.000    0.000    0.000    0.000 triangulate.py:22(Triangulation)
        1    0.000    0.000    0.000    0.000 text.py:1375(OffsetFrom)
        1    0.000    0.000    0.000    0.000 dates.py:553(RRuleLocator)
        4    0.000    0.000    0.000    0.000 utils.py:93(_set_function_name)
        1    0.000    0.000    0.000    0.000 xmlreader.py:11(XMLReader)
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 Tkinter.py:1994(BaseWidget)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 nosetester.py:85(NoseTester)
        1    0.000    0.000    0.000    0.000 dviread.py:463(Vf)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2126(WordStart)
        1    0.000    0.000    0.000    0.000 fnmatch.py:81(translate)
        1    0.000    0.000    0.000    0.000 contour.py:598(ContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:1080(QuadContourSet)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1477(XView)
       16    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 ast.py:879(ListCompIf)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:88(TimerTk)
        1    0.000    0.000    0.001    0.001 transformer.py:145(compile_node)
        1    0.000    0.000    0.000    0.000 ast.py:1325(UnaryAdd)
        1    0.000    0.000    0.000    0.000 legend.py:35(DraggableLegend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:881(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1569(Vlist)
        1    0.000    0.000    0.000    0.000 blocking_input.py:110(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 cbook.py:259(Scheduler)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2104(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2768(__str__)
        1    0.000    0.000    0.000    0.000 parser.py:39(_timelex)
        1    0.000    0.000    0.000    0.000 numeric.py:2571(_setdef)
        1    0.000    0.000    0.000    0.000 _methods.py:8(_amax)
        1    0.000    0.000    0.000    0.000 polar.py:96(PolarAffine)
        1    0.000    0.000    0.000    0.000 patches.py:1760(LArrow)
        1    0.000    0.000    0.000    0.000 index_tricks.py:82(nd_grid)
        2    0.000    0.000    0.000    0.000 legend_handler.py:225(__init__)
        1    0.000    0.000    0.000    0.000 httplib.py:325(HTTPResponse)
        1    0.000    0.000    0.000    0.000 utils.py:988(SafeEval)
        1    0.000    0.000    0.000    0.000 _methods.py:16(_sum)
        1    0.000    0.000    0.000    0.000 ast.py:1171(Slice)
        1    0.000    0.000    0.000    0.000 subprocess.py:402(CalledProcessError)
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:370(FigureManagerTkAgg)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 image.py:1021(BboxImage)
        1    0.000    0.000    0.000    0.000 rcsetup.py:262(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2035(__init__)
        1    0.000    0.000    0.000    0.000 docstring.py:3(Substitution)
        2    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 rcsetup.py:57(validate_bool)
        1    0.000    0.000    0.000    0.000 patches.py:902(FancyArrow)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1891(Place)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 ast.py:419(Discard)
        1    0.000    0.000    0.000    0.000 ast.py:487(FloorDiv)
        1    0.000    0.000    0.000    0.000 _iotools.py:145(LineSplitter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1945(White)
        1    0.000    0.000    0.000    0.000 mlab.py:2343(FormatObj)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 misc.py:11(Set)
        1    0.000    0.000    0.000    0.000 linalg.py:84(_realType)
        6    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 patches.py:1558(_Style)
        1    0.000    0.000    0.000    0.000 urllib2.py:932(AbstractDigestAuthHandler)
        2    0.000    0.000    0.000    0.000 numeric.py:1473(set_string_function)
        4    0.000    0.000    0.000    0.000 pyparsing.py:240(__init__)
        7    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 _datasource.py:148(DataSource)
        1    0.000    0.000    0.000    0.000 ast.py:729(Import)
