(32, 32)
(64, 64)
('Consistency check, these numbers should be small:', (1.0865634669253823e-14+0j))
         125520 function calls (121510 primitive calls) in 2.512 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 urllib2.py:890(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 ast.py:100(AssList)
        1    0.000    0.000    0.000    0.000 mathtext.py:1761(NegFil)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1122(IdleEvent)
        1    0.000    0.000    0.000    0.000 urllib.py:110(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 ticker.py:276(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:259(SMOOTH)
        1    0.000    0.000    0.000    0.000 arrayprint.py:635(IntegerFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:212(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 ast.py:834(ListComp)
        1    0.000    0.000    0.000    0.000 container.py:87(BarContainer)
        1    0.000    0.000    0.000    0.000 core.py:126(MAError)
        1    0.000    0.000    0.000    0.000 ast.py:220(Bitand)
        1    0.000    0.000    0.000    0.000 sre_parse.py:208(seek)
        1    0.000    0.000    0.000    0.000 ast.py:713(IfExp)
        1    0.000    0.000    0.000    0.000 numpytest.py:10(IgnoreException)
        1    0.000    0.000    0.000    0.000 index_tricks.py:337(RClass)
        1    0.000    0.000    0.000    0.000 units.py:109(Registry)
        1    0.000    0.000    0.000    0.000 httplib.py:1180(HTTPS)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:204(DETAIL)
        1    0.000    0.000    0.000    0.000 ast.py:983(Name)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:57(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:138(_Constants)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:90(MedianFilter)
        1    0.000    0.000    0.000    0.000 ast.py:84(AssAttr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2003(_PositionToken)
        1    0.000    0.000    0.000    0.000 scale.py:150(Log2Transform)
        1    0.000    0.000    0.000    0.000 cbook.py:78(todate)
        1    0.000    0.000    0.000    0.000 parser.py:707(_attr)
        1    0.000    0.000    0.000    0.000 urllib.py:990(addinfo)
        1    0.000    0.000    0.000    0.000 decimal.py:5672(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 ast.py:893(SetComp)
        1    0.000    0.000    0.000    0.000 index_tricks.py:600(IndexExpression)
        1    0.000    0.000    0.000    0.000 urlparse.py:120(SplitResult)
        1    0.000    0.000    0.000    0.000 triangulate.py:17(DuplicatePointWarning)
        1    0.000    0.000    0.000    0.000 docstring.py:55(Appender)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 patches.py:3055(CurveB)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1323(PickEvent)
        1    0.000    0.000    0.000    0.000 rrule.py:228(rrule)
        1    0.000    0.000    0.000    0.000 patches.py:3144(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 container.py:95(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 ast.py:1231(Sub)
        1    0.000    0.000    0.000    0.000 FileDialog.py:234(SaveFileDialog)
        1    0.000    0.000    0.000    0.000 legend_handler.py:505(HandlerStem)
        1    0.000    0.000    0.000    0.000 parser.py:337(_result)
        1    0.000    0.000    0.000    0.000 legend_handler.py:175(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 pycodegen.py:98(Interactive)
        1    0.000    0.000    0.000    0.000 mathtext.py:1660(Hrule)
        1    0.000    0.000    0.000    0.000 httplib.py:1224(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 dates.py:496(rrulewrapper)
        1    0.000    0.000    0.000    0.000 ast.py:677(Global)
        1    0.000    0.000    0.000    0.000 ast.py:546(Function)
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 pycodegen.py:1295(ModuleCodeGenerator)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:270(SMOOTH_MORE)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1534(AugName)
        1    0.000    0.000    0.000    0.000 ast.py:339(Compare)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 ast.py:1269(TryExcept)
        1    0.000    0.000    0.000    0.000 ast.py:953(Module)
        1    0.000    0.000    0.000    0.000 linalg.py:90(_linalgRealType)
        1    0.000    0.000    0.000    0.000 mathtext.py:567(CachedFont)
        1    0.000    0.000    0.000    0.000 ast.py:268(Break)
        2    0.000    0.000    0.000    0.000 sre_parse.py:214(isdigit)
        1    0.000    0.000    0.000    0.000 mathtext.py:1765(NegFill)
        1    0.000    0.000    0.000    0.000 cbook.py:146(BoundMethodProxy)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1160(CloseEvent)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 ast.py:914(DictComp)
        1    0.000    0.000    0.000    0.000 threading.py:1126(_DummyThread)
        1    0.000    0.000    0.000    0.000 handler.py:223(EntityResolver)
        1    0.000    0.000    0.000    0.000 dates.py:425(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 ast.py:41(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:772(Lambda)
        1    0.000    0.000    0.000    0.000 errors.py:38(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 urllib2.py:1211(HTTPHandler)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1363(KeyEvent)
        1    0.000    0.000    0.000    0.000 httplib.py:1252(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 scale.py:113(LogTransformBase)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 urllib2.py:529(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 legend_handler.py:254(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 ast.py:1215(Stmt)
        1    0.000    0.000    0.000    0.000 mathtext.py:1671(Vrule)
        1    0.000    0.000    0.000    0.000 precision.py:28(PrecisionError)
        1    0.000    0.000    0.000    0.000 httplib.py:1213(HTTPException)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 urllib2.py:137(URLError)
        1    0.000    0.000    0.000    0.000 core.py:5706(__array_finalize__)
        1    0.000    0.000    0.000    0.000 numeric.py:2493(_unspecified)
        1    0.000    0.000    0.000    0.000 ast.py:53(Add)
        1    0.000    0.000    0.000    0.000 ast.py:627(GenExprIf)
        1    0.000    0.000    0.000    0.000 ticker.py:631(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ast.py:404(__init__)
        1    0.000    0.000    0.000    0.000 symbols.py:206(ClassScope)
        1    0.000    0.000    0.000    0.000 ast.py:403(Dict)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:215(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 mathtext.py:1823(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 core.py:5874(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:804(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 cbook.py:341(Bunch)
        1    0.000    0.000    0.000    0.000 ast.py:997(Not)
        1    0.000    0.000    0.000    0.000 core.py:7120(_convert2ma)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 httplib.py:1235(IncompleteRead)
        1    0.000    0.000    0.000    0.000 future.py:47(BadFutureParser)
        1    0.000    0.000    0.000    0.000 symbols.py:172(ModuleScope)
        1    0.000    0.000    0.000    0.000 polar.py:171(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 mlab.py:2411(FormatBool)
        1    0.000    0.000    0.000    0.000 httplib.py:1218(NotConnected)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3202(OptionMenu)
        1    0.000    0.000    0.000    0.000 ast.py:1055(Print)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1540(AugSubscript)
        1    0.000    0.000    0.000    0.000 mathtext.py:1837(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 arrayprint.py:712(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 sre_parse.py:86(checkgroup)
        1    0.000    0.000    0.000    0.000 ast.py:602(GenExprFor)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1117(AnchoredText)
        1    0.000    0.000    0.000    0.000 legend_handler.py:127(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 ImageMode.py:22(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2736(_NullToken)
        1    0.000    0.000    0.000    0.000 ast.py:691(If)
        1    0.000    0.000    0.000    0.000 rrule.py:826(_genitem)
        1    0.000    0.000    0.000    0.000 rcsetup.py:149(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1603(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 _inspect.py:160(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:750(_DomainTan)
        1    0.000    0.000    0.000    0.000 cbook.py:1120(maxdict)
        1    0.000    0.000    0.000    0.000 colors.py:899(LogNorm)
        1    0.000    0.000    0.000    0.000 ticker.py:287(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:958(HourLocator)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 ast.py:662(Getattr)
        1    0.000    0.000    0.000    0.000 numeric.py:37(ComplexWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1753(Fill)
        1    0.000    0.000    0.000    0.000 ast.py:1011(Or)
        1    0.000    0.000    0.000    0.000 ast.py:1378(With)
        1    0.000    0.000    0.000    0.000 Image.py:1683(_ImageCrop)
        1    0.000    0.000    0.000    0.000 dates.py:919(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 ast.py:530(From)
        1    0.000    0.000    0.000    0.000 ast.py:1199(Sliceobj)
        1    0.000    0.000    0.000    0.000 core.py:5862(_minimum_operation)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2273(_ErrorStop)
        1    0.000    0.000    0.000    0.000 urllib2.py:1219(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 ast.py:448(Ellipsis)
        1    0.000    0.000    0.000    0.000 _iotools.py:442(ConversionWarning)
        1    0.000    0.000    0.000    0.000 pyparsing.py:197(ParseException)
        1    0.000    0.000    0.000    0.000 cbook.py:297(Idle)
        1    0.000    0.000    0.000    0.000 windowing.py:21(FocusManager)
        1    0.000    0.000    0.000    0.000 urllib2.py:1072(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 cbook.py:771(Xlator)
        1    0.000    0.000    0.000    0.000 urllib2.py:512(HTTPErrorProcessor)
        2    0.000    0.000    0.000    0.000 index_tricks.py:643(__init__)
        1    0.000    0.000    0.000    0.000 decimal.py:196(InvalidOperation)
        1    0.000    0.000    0.000    0.000 interpolate.py:88(NNInterpolator)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        1    0.000    0.000    0.000    0.000 offsetbox.py:342(HPacker)
        1    0.000    0.000    0.000    0.000 urllib2.py:1244(UnknownHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:379(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 cbook.py:900(__Full)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_uint)
        1    0.000    0.000    0.000    0.000 mlab.py:2360(FormatString)
        1    0.000    0.000    0.000    0.000 pycodegen.py:89(Expression)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 transformer.py:33(WalkerError)
        1    0.000    0.000    0.000    0.000 errors.py:55(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 core.py:781(_DomainGreater)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:787(_set_ident)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(CClass)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 httplib.py:1261(BadStatusLine)
        1    0.000    0.000    0.000    0.000 widgets.py:58(Widget)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3756(Tributton)
        1    0.000    0.000    0.000    0.000 _iotools.py:435(ConverterLockError)
        1    0.000    0.000    0.000    0.000 info.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:334(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 arrayprint.py:696(ComplexFormat)
        1    0.000    0.000    0.000    0.000 patches.py:2668(Bar)
        1    0.000    0.000    0.000    0.000 ticker.py:911(NullLocator)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 httplib.py:1268(LineTooLong)
        1    0.000    0.000    0.000    0.000 utils.py:1035(visitName)
        1    0.000    0.000    0.000    0.000 colors.py:722(ListedColormap)
        1    0.000    0.000    0.000    0.000 patches.py:1716(Square)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 extras.py:1481(mr_class)
        1    0.000    0.000    0.000    0.000 dviread.py:758(Encoding)
        1    0.000    0.000    0.000    0.000 ast.py:803(LeftShift)
        1    0.000    0.000    0.000    0.000 ticker.py:237(NullFormatter)
        1    0.000    0.000    0.000    0.000 colors.py:1037(NoNorm)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3191(_setit)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 mathtext.py:241(MathtextBackendBitmapRender)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 scale.py:162(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 symbols.py:178(FunctionScope)
        1    0.000    0.000    0.000    0.000 ticker.py:218(IndexFormatter)
        1    0.000    0.000    0.000    0.000 decimal.py:184(Clamped)
        1    0.000    0.000    0.000    0.000 ast.py:1077(Printnl)
        1    0.000    0.000    0.000    0.000 blocking_input.py:380(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1129(DrawEvent)
        1    0.000    0.000    0.000    0.000 mlab.py:2434(FormatDate)
        1    0.000    0.000    0.000    0.000 core.py:793(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 axis.py:582(Ticker)
        1    0.000    0.000    0.000    0.000 errors.py:87(UnknownFileError)
        1    0.000    0.000    0.000    0.000 patches.py:3077(CurveAB)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:67(Show)
        1    0.000    0.000    0.000    0.000 cbook.py:89(tofloat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:740(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 httplib.py:1221(InvalidURL)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 ast.py:968(Mul)
        1    0.000    0.000    0.000    0.000 urlparse.py:128(ParseResult)
        1    0.000    0.000    0.000    0.000 ast.py:1040(Power)
        1    0.000    0.000    0.000    0.000 mathtext.py:1680(Glue)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1100(Event)
        1    0.000    0.000    0.000    0.000 tz.py:554(tzstr)
        1    0.000    0.000    0.000    0.000 errors.py:79(LibError)
        1    0.000    0.000    0.000    0.000 httplib.py:1258(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 patches.py:2039(Roundtooth)
        1    0.000    0.000    0.000    0.000 _exceptions.py:105(SAXNotRecognizedException)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2050(Widget)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 pyparsing.py:231(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:237(EMBOSS)
        1    0.000    0.000    0.000    0.000 pyassem.py:563(TupleArg)
        1    0.000    0.000    0.000    0.000 compat.py:113(Pickler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1403(Token)
        1    0.000    0.000    0.000    0.000 scale.py:138(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 core.py:766(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 cbook.py:64(todatetime)
        1    0.000    0.000    0.000    0.000 patches.py:3247(BracketAB)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 calendar.py:488(TimeEncoding)
        1    0.000    0.000    0.000    0.000 ast.py:169(Assign)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 ast.py:360(Const)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 mlab.py:2400(FormatInt)
        1    0.000    0.000    0.000    0.000 ticker.py:860(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:879(FixedLocator)
        1    0.000    0.000    0.000    0.000 core.py:756(__init__)
        1    0.000    0.000    0.000    0.000 FileDialog.py:220(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:64(RankFilter)
        2    0.000    0.000    0.000    0.000 pyparsing.py:406(<lambda>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:180(BLUR)
        1    0.000    0.000    0.000    0.000 ast.py:984(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1276(Vbox)
        1    0.000    0.000    0.000    0.000 mlab.py:2450(FormatDatetime)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1288(NestedScopeMixin)
        1    0.000    0.000    0.000    0.000 legend_handler.py:390(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 ticker.py:1506(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 symbols.py:196(LambdaScope)
        1    0.000    0.000    0.000    0.000 mathtext.py:1283(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1018(StixSansFonts)
        1    0.000    0.000    0.000    0.000 ast.py:147(Assert)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(SAXReaderNotAvailable)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 Tkinter.py:126(Event)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        1    0.000    0.000    0.000    0.000 urllib2.py:902(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 errors.py:13(DistutilsError)
        1    0.000    0.000    0.000    0.000 ast.py:1246(Subscript)
        1    0.000    0.000    0.000    0.000 ast.py:1126(Return)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2897(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1416(Empty)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 ast.py:1099(Raise)
        1    0.000    0.000    0.000    0.000 _iotools.py:428(ConverterError)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1461(ClassCodeGenerator)
        1    0.000    0.000    0.000    0.000 patches.py:3282(BracketA)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 dates.py:976(MinuteLocator)
        1    0.000    0.000    0.000    0.000 mlab.py:2424(FormatThousands)
        1    0.000    0.000    0.000    0.000 threading.py:1086(_MainThread)
        1    0.000    0.000    0.000    0.000 errors.py:46(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 info.py:80(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3363(Simple)
        1    0.000    0.000    0.000    0.000 mathtext.py:1773(SsGlue)
        1    0.000    0.000    0.000    0.000 patches.py:2573(Arc)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2601(__str__)
        1    0.000    0.000    0.000    0.000 widgets.py:1349(Lasso)
        1    0.000    0.000    0.000    0.000 mlab.py:2371(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1143(ResizeEvent)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:24(Kernel)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 ast.py:1353(While)
        1    0.000    0.000    0.000    0.000 decimal.py:5676(__init__)
        1    0.000    0.000    0.000    0.000 decimal.py:273(Inexact)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 extras.py:1415(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 arrayprint.py:685(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1514(Delegator)
        1    0.000    0.000    0.000    0.000 legend_handler.py:572(HandlerTuple)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 decimal.py:5418(_WorkRep)
        1    0.000    0.000    0.000    0.000 dviread.py:567(Tfm)
        1    0.000    0.000    0.000    0.000 container.py:104(StemContainer)
        1    0.000    0.000    0.000    0.000 legend_handler.py:378(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 colors.py:970(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 urllib.py:946(addbase)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:156(GaussianBlur)
        1    0.000    0.000    0.000    0.000 ast.py:433(Div)
        1    0.000    0.000    0.000    0.000 cbook.py:59(tostr)
        1    0.000    0.000    0.000    0.000 dates.py:845(YearLocator)
        1    0.000    0.000    0.000    0.000 ast.py:1140(RightShift)
        1    0.000    0.000    0.000    0.000 rcsetup.py:148(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 calendar.py:536(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 ast.py:374(Continue)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1439(AbstractClassCode)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.000    0.000    0.000    0.000 ast.py:131(AssTuple)
        1    0.000    0.000    0.000    0.000 {imp.get_magic}
        1    0.000    0.000    0.000    0.000 ast.py:190(AugAssign)
        1    0.000    0.000    0.000    0.000 httplib.py:1229(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 cbook.py:279(Timeout)
        1    0.000    0.000    0.000    0.000 ast.py:1294(TryFinally)
        1    0.000    0.000    0.000    0.000 pyparsing.py:211(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 ast.py:938(Mod)
        1    0.000    0.000    0.000    0.000 mathtext.py:1749(Fil)
        1    0.000    0.000    0.000    0.000 widgets.py:1080(HorizontalSpanSelector)
        1    0.000    0.000    0.000    0.000 errors.py:26(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1503(OpFinder)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:226(EDGE_ENHANCE_MORE)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:458(ndenumerate)
        1    0.000    0.000    0.000    0.000 tz.py:629(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 ast.py:743(Invert)
        1    0.000    0.000    0.000    0.000 patches.py:1890(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:1948(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:3122(CurveFilledB)
        1    0.000    0.000    0.000    0.000 ticker.py:663(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:193(CONTOUR)
        1    0.000    0.000    0.000    0.000 ast.py:1403(Yield)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:106(MinFilter)
        1    0.000    0.000    0.000    0.000 mathtext.py:1786(VCentered)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.000    0.000    0.000    0.000 decimal.py:225(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 ast.py:1309(Tuple)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3529(LabelFrame)
        1    0.000    0.000    0.000    0.000 ast.py:236(Bitor)
        1    0.000    0.000    0.000    0.000 errors.py:16(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 ast.py:641(GenExprInner)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:206(ParseFatalException)
        1    0.000    0.000    0.000    0.000 decimal.py:285(InvalidContext)
        1    0.000    0.000    0.000    0.000 mlab.py:2429(FormatMillions)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1537(AugSlice)
        1    0.000    0.000    0.000    0.000 errors.py:29(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 ast.py:1310(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 numerictypes.py:770(_typedict)
        1    0.000    0.000    0.000    0.000 httplib.py:1255(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 Image.py:1722(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 httplib.py:1249(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 tokenize.py:145(TokenError)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1531(AugGetattr)
        1    0.000    0.000    0.000    0.000 urllib2.py:1360(FTPHandler)
        1    0.000    0.000    0.000    0.000 decimal.py:360(Underflow)
        1    0.000    0.000    0.000    0.000 patches.py:3035(CurveA)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 urllib2.py:817(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 urllib.py:975(addclosehook)
        1    0.000    0.000    0.000    0.000 mathtext.py:1214(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1757(Filll)
        1    0.000    0.000    0.000    0.000 rcsetup.py:130(__init__)
